id;socle;partie;titres;chapitres;numero_article_isole;texte_integral;texte_simplifie;affichage_article;mots_cles
415;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;137-2;"Article 137-2 Heures de présence de nuit
La présence de nuit s'entend de l'obligation pour le salarié de dormir sur place, dans des conditions décentes au sein d'une pièce séparée, sans travail effectif habituel, tout en étant tenu d'intervenir, s'il y a lieu.
La présence de nuit ne s'applique pas au salarié assurant des heures de garde malade de nuit prévues à l'article 137-3 du présent socle spécifique.
La plage horaire et les modalités de mise en oeuvre des interventions qui génèrent des heures de présence de nuit, sont expressément prévues par écrit dans le contrat de travail.
La plage horaire de la nuit est comprise entre vingt heures (20h) et six heures trente (6h30). Les parties peuvent aménager cette plage horaire en avançant le début de la présence de nuit et/ou en retardant la fin de la présence de nuit dans la limite totale d'une heure trente (1h30).
Il est précisé que la présence de nuit n'est pas prise en compte pour déterminer la durée de travail effectif, à l'exception du cas prévu au dernier alinéa du présent article.
La présence de nuit est compatible avec un emploi de jour. Il est précisé qu'elle ne peut pas excéder douze (12) heures consécutives.
La présence de nuit peut être prévue sur plus de cinq (5) nuits consécutives sous réserve du respect du repos hebdomadaire et des conditions cumulatives suivantes :
le nombre d'interventions réalisées par le salarié n'excède pas quatre (4) interventions nocturnes toutes les nuits ;
elle résulte d'une demande formulée par le salarié et/ou le particulier employeur en vue de répondre à des besoins spécifiques nécessitant une présence la nuit en raison notamment de son état de santé et/ou de dépendance, son handicap, son ‚ge et/ou son isolement social et/ou familial ;
les parties ont formalisé leur accord par écrit.
En tout état de cause, le refus du salarié de réaliser plus de cinq (5) nuits consécutives ne peut pas constituer une cause de rupture du contrat de travail.
La présence de nuit est rémunérée par une indemnité forfaitaire dont le montant ne peut pas être inférieur à un quart (1/4) du salaire contractuel versé pour une durée de travail effectif équivalente.
Si certaines nuits, le salarié est appelé à intervenir :
au moins deux (2) fois, l'indemnité forfaitaire due au titre de la nuit au cours de laquelle le salarié est intervenu, est portée à un tiers (1/3) du salaire contractuel versé pour une durée de travail effectif équivalente ;
au moins quatre (4) fois, l'indemnité due pour la durée des interventions, correspond au salaire contractuel versé pour une durée de travail effectif équivalente. L'indemnité forfaitaire pour la présence de nuit restante est égale à un tiers (1/3) du salaire contractuel versé pour une durée de travail effectif équivalente.
Si toutes les nuits, le salarié est amené à intervenir au moins quatre (4) fois, les heures de présence de nuit sont requalifiées en heures de travail effectif et le contrat de travail doit être revu.";"Les heures de présence de nuit obligent le salarié à dormir sur place dans une pièce séparée et décente, sans travail habituel, mais en restant disponible pour intervenir si nécessaire. Elles ne concernent pas les heures de garde malade de nuit (article 137-3).
Plage horaire :
	La présence de nuit s’étend normalement de 20h à 6h30, mais peut être ajustée (avancée ou reculée) d’1h3		0 maximum en tout. Par exemple, de 19h à 7h ou de 20h30 à 7h30. Ces heures ne comptent pas comme du 	temps de travail effectif, sauf exception (voir plus bas).
Conditions :
	La présence de nuit peut dépasser 5 nuits d’affilée, mais sans excéder 12h consécutives et en respectant le 	repos hebdomadaire.
Pour dépasser 5 nuits, il faut :
	Moins de 4 interventions par nuit en moyenne.
	Une demande écrite du salarié et/ou de l’employeur, justifiée par des besoins spécifiques (santé, dépendanc		e, handicap, âge, isolement).
	Un accord écrit entre les deux parties.
Le salarié a le droit de refuser plus de 5 nuits consécutives, et ce refus ne peut pas entraîner la rupture du contrat.";Article 137-2 Heures de présence de nuit;cas, contrat, durée, employeur, heures, indemnité, particulier, rupture, salaire, salarié, social, travail
416;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE II Durée du travail;137-3;"Article 137-3 Heures de garde malade de nuit
Le présent article est exclusivement applicable aux salariés relevant des emplois-repères du domaine adulte "" Assistant de vie C "" et "" Assistant de vie D "", tenus de rester à proximité du malade et ne disposant pas d'une pièce séparée.
Les heures de garde malade de nuit ne sont pas compatibles avec un emploi de jour à temps complet et ne peuvent excéder douze (12) heures consécutives.
La plage horaire des heures effectuées par le garde malade de nuit et leurs modalités de mise en oeuvre sont expressément prévues par écrit dans le contrat de travail.
Les heures de garde malade de nuit visées sont des heures de travail effectif et sont rémunérées sur la base du salaire horaire brut prévu au contrat de travail.";Les heures de garde malade de nuit (pour les Assistant de vie C/D) sont des heures de travail effectif, payées au taux horaire normal. Elles ne peuvent pas dépasser 12h d’affilée et sont incompatibles avec un emploi de jour à temps plein. Tout doit être écrit dans le contrat.;Article 137-3 Heures de garde malade de nuit;brut, contrat, heures, salaire, travail
417;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE III Repos hebdomadaire;138;"Article 138  Repos hebdomadaire
Les dispositions du présent article complètent les dispositions de même objet, prévues par le socle commun de la présente convention collective.
Les modalités de prise du repos hebdomadaire sont prévues au contrat de travail.
Le jeune travailleur ‚gé de seize (16) ans à dix-huit (18) ans, a droit à trente-six (36) heures consécutives de repos par semaine, dimanche inclus.";;Article 138  Repos hebdomadaire;contrat, dispositions, heures, travail
418;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE IV Jours fériés et congés;139;Article 139  Jours fériés;139-1 et 139-2;Article 139  Jours fériés;
419;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE IV Jours fériés et congés;139-1;"Article 139-1 1er mai
Les dispositions relatives au 1er mai sont prévues par le socle commun, à l'article 47-1 de la présente convention collective.";;Article 139-1 1er mai;dispositions
420;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE IV Jours fériés et congés;139-2;"Article 139-2 Jours fériés ordinaires
Les dispositions du présent article complètent les dispositions de même objet, prévues par le socle commun de la présente convention collective.
Les parties s'accordent sur le travail des jours fériés ordinaires prévu au contrat de travail et ses éventuels avenants. Le travail des jours fériés ordinaires donne lieu au versement d'une rémunération majorée dans les conditions prévues à l'article 47-2 du socle commun de la présente convention collective.
En l'absence de contrat écrit, le travail un jour férié ordinaire ne peut intervenir que d'un commun accord entre les parties.
Les dispositions du présent article ne s'appliquent pas au jeune travailleur ‚gé de seize (16) à dix-huit
(18) ans, dispensé de toute activité professionnelle durant les jours fériés.";Le travail les jours fériés doit être prévu au contrat (ou avenant). Il est payé avec une majoration (article 47-2). Sans contrat écrit, un accord entre les parties est obligatoire. Interdit pour les 16-18 ans.;Article 139-2 Jours fériés ordinaires;contrat, dispositions, professionnelle, rémunération, travail
421;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE IV Jours fériés et congés;140;"Article 140  Congés
Les dispositions du présent article complètent les dispositions de même objet prévues par le socle commun de la présente convention collective.";;Article 140  Congés;congés, dispositions
422;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE IV Jours fériés et congés;140-1;Article 140-1 Congés payés;articles 141-1-1 et 141-1-2;Article 140-1 Congés payés;congés
423;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE IV Jours fériés et congés;140-1-1;"Article 140-1-1 Modalités de prise des congés payés
Sauf accord entre les parties, la date des congés est fixée par le particulier employeur, avec un délai suffisamment long précisé dans le contrat de travail et ne pouvant être inférieur à deux (2) mois, pour permettre au salarié d'organiser ses vacances.
Le salarié peut informer chaque particulier employeur des dates des congés fixées par chacun d'eux.
Dans le cadre de la garde partagée, la date des congés payés est fixée d'un commun accord entre les particuliers employeurs dans le respect des règles générales relatives à l'acquisition et à la prise de congés payés prévues à l'article 48-1-1 du socle commun de la présente convention collective.
La cinquième (5ème) semaine de congés payés dans la limite des droits acquis, peut être prise consécutivement à une période de quatre semaines (ou vingt-quatre (24) jours ouvrables), si les parties en conviennent ou si le salarié justifie de contraintes géographiques particulières.";"L’employeur fixe les dates des congés payés, en prévenant au moins 2 mois à l’avance (sauf accord différent). Le salarié peut informer ses employeurs de ses autres dates de congés.

En garde partagée, les dates sont choisies d’un commun accord entre employeurs.

La 5ème semaine peut être prise à la suite des 4 premières si accord ou contraintes géographiques du salarié.";Article 140-1-1 Modalités de prise des congés payés;congés, contrat, employeur, particulier, salarié, travail
424;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE IV Jours fériés et congés;140-1-2;"Article 140-1-2 Indemnité de congés payés
Les congés payés sont en principe rémunérés au moment o˘ ils sont pris par le salarié.
Par exception, pour les salariés déclarés auprès du CESU, le salaire horaire net peut être majoré de dix pour cent (10 %) au titre des congés payés, en application des dispositions légales et réglementaires de droit commun applicables. Dans ce cas, les congés payés sont rémunérés au moment du versement du salaire mensuel et non au moment de la prise effective des congés.
Les prestations en nature définies à l'article 156 du présent socle spécifique dont le salarié cesse de bénéficier pendant les congés, ne sont pas déduites du montant de sa rémunération nette.";"1. Moins de 32 heures par mois :
Les congés payés sont payés via une majoration de 10% du salaire horaire brut . Les avantages en nature (comme les repas) ne sont pas retirés de la paie pendant les congés.

2. 32 heures ou plus par mois :
Les congés payés peuvent être payés de deux manières :

Soit au moment de leur prise .
Soit via une majoration de 10% du salaire net chaque mois (au lieu d’être payés pendant les congés).";Article 140-1-2 Indemnité de congés payés;cas, congés, dispositions, indemnité, nature, rémunération, salaire, salarié
425;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE IV Jours fériés et congés;140-2;"Article 140-2 Autres congés
D'autres congés sont prévus par le socle commun de la présente convention collective.";;Article 140-2 Autres congés;congés
426;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE V Absences;141;Article 141  Absences du salarié;;Article 141  Absences du salarié;absences, salarié
427;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE V Absences;141-1;"Article 141-1 Dispositions générales
Les règles applicables en cas d'absence du salarié du particulier employeur sont prévues par les dispositions de l'article 49 du socle commun la présente convention collective.
Les règles d'indemnisation du salarié, dont le contrat de travail est suspendu en raison de son état de santé, sont prévues à l'annexe n∞ 3 de la présente convention collective.";;Article 141-1 Dispositions générales;cas, contrat, dispositions, employeur, particulier, salarié, travail
428;SOCLE SALARiÉ DU PARTICULIER EMPLOYEUR;PARTIE IV DISPOSITIONS RELATIVES AU CONTRAT DE TRAVAIL;TITRE 1  Formation et exécution du contrat de travail;CHAPITRE V Absences;141-2;"Article 141-2 Dispositions spécifiques liées à la garde partagée
Dans le cadre de la garde partagée, il est précisé que :
en cas d'absence, le salarié en informe les particuliers employeurs, conformément aux dispositions prévues dans le contrat de travail ;
en cas d'accident du travail, la déclaration est réalisée par le particulier employeur au domicile duquel l'accident s'est produit. Lorsque l'accident survient entre les domiciles des deux particuliers employeurs, ceux-ci s'entendent pour que l'un d'entre eux établisse la déclaration d'accident du travail. À défaut d'accord, le domicile le plus proche du lieu de l'accident est pris en compte pour déterminer le particulier employeur ayant en charge l'établissement de la déclaration d'accident de travail.
Une copie de la déclaration d'accident de travail est remise par le salarié à l'autre particulier employeur.";"En garde partagée :

Le salarié prévient ses employeurs en cas d’absence (selon le contrat).
En cas d’accident du travail, l’employeur sur place déclare l’accident. Si c’est entre deux domiciles, ils choisissent ensemble qui déclare. À défaut, c’est l’employeur le plus proche qui le fait. Une copie est donnée à l’autre employeur.";Article 141-2 Dispositions spécifiques liées à la garde partagée;cas, contrat, dispositions, domicile, employeur, liées, particulier, salarié, travail
